Title,Author,Edition,Reviews,Ratings,Synopsis,Genre,BookCategory,Price
Beyond A Boundary,Cyril Lionel Robert James,"Paperback,– 7 Jul 2005",3.7,4,"C L R James, one of the foremost thinkers of the twentieth century, was devoted to the game of cricket. In this classic summation of half a lifetime spent playing, watching and writing about the sport, he recounts the story of his overriding passion and tells us of the players whom he knew and loved, exploring the game's psychology and aesthetics, and the issues of class, race and politics that surround it.

Part memoir of a West Indian boyhood, part passionate celebration and defence of cricket as an art form, part indictment of colonialism, Beyond a Boundary addresses not just a sport but a whole culture and asks the question, 'What do they know of cricket who only cricket know?",Social Sciences,"Biographies, Diaries & True Accounts",481.61
The Elements of Style,William Jr Strunk,"Paperback,– 26 Jul 2010",3.5,6,"A masterpiece in the art of clear and concise writing, and an exemplar of the principles it explains.",Writing Guides (Books),"Language, Linguistics & Writing",229
"Godel, Escher, Bach",Douglas R. Hofstadter,"Paperback,– 5 Feb 1999",4.2,31,"Winner of the Pulitzer Prize

A metaphorical fugue on minds and machines in the spirit of Lewis Carroll

Douglas Hofstadter's book is concerned directly with the nature of ""maps"" or links between formal systems. However, according to Hofstadter, the formal system that underlies all mental activity transcends the system that supports it. If life can grow out of the formal chemical substrate of the cell, if consciousness can emerge out of a formal system of firing neurons, then so too will computers attain human intelligence. Gödel, Escher, Bach is a wonderful exploration of fascinating ideas at the heart of cognitive science: meaning, reduction, recursion, and much more.",Computer Science Books,"Computing, Internet & Digital Media",603
The Sherlock Holmes Handbook: The Methods and Mysteries of the World's Greatest Detective,Ransom Riggs,"Hardcover,– 30 Sep 2009",5.0,1,"The first Sherlock Holmes adventure appeared in 1887, but today the detective is more popular than ever—witness the upcoming release date of Sherlock Holmes, starring Robert Downey Jr. and Jude Law. For every reader who dreams of solving crimes in turn-of-the-century London, The Sherlock Holmes Handbook features skills that all would-be sleuths should know:
• How to Use Deductive Reasoning
• How to Analyze Fingerprints—Without Computers
• How to Master a Dozen Disguises
• How to Survive a Plunge over a Waterfall

Readers will also discover a host of information about Holmes and his universe: How was the real Scotland Yard organized? Could people back then really buy cocaine over the counter? And why were the British so terrified of Australia? Packed with fascinating trivia, evocative illustrations, and a classic Victorian design, The Sherlock Holmes Handbook will appeal to ""Baker Street Irregulars"" of all ages.",English Literature,"Crime, Thriller & Mystery",445.1
The Man from Skibbereen: A Novel,Louis L'Amour,"Mass Market Paperback,– 1 Jun 1983",4.3,4,"Crispin Mayo was a reckless young brawler who’d left his tiny fishing village for the vast American frontier. Headed west to join a railroad construction crew, he came upon an isolated station—and a mystery. The shack was abandoned, but fresh blood spattered the floor, and the telegraph was clicking away unattended. When Mayo stepped inside and put a hand on the telegraph key, he had no way of knowing the course of his life would change forever—and that he would become entangled with a band of Civil War veterans with a score to settle against the government…and a feisty young woman who’d risk anything to save the people she loved. Cris Mayo, who had never backed away from a fight in his life, was about to have his courage put to the ultimate test.",Action & Adventure (Books),Action & Adventure,299
The Devotion Of Suspect X,Keigo Higashino,"Paperback,– 2 Feb 2012",4.5,215,"Yasuko Hanaoka accidentally kills her ex-husband, when circumstances rose to an unendurable level of ghastly behaviour from him. What follows is an elongated and witty brain-game between the investigator and her accomplice, Ishigami, who aided Yasuko in covering up the murder. The Devotion Of Suspect X is the story about an ingenious plotter, and clever Dr Manabu Yukawa, who helps in solving the case.
Yasuko Hanaoka works in a restaurant. She is divorced, and is a single mother to Misato. Her ex-husband, Togashi, was an abusive man, stalking and extorting money from her. With similar intentions, he showed up at Yasuko’s home, this time threatening to kill her and her daughter if she refused to lend him money. What started from denial, reached to a heated argument, and within a short span of time, turned to a nasty fight. In the spur of the moment, Yasuko killed Togashi. Hearing the commotion in their apartment, Tetsuya Ishigami came into the picture. Ishigami was a middle-aged, single math teacher, who evidently had a growing affection for Yasuko. He offered not only to help her dispose of the corpse, but also to devise a logical plan to cover up the entire incident.
Later, the body was recovered from where it was disposed of. The principal investigator, Kusanagi, was certain of Yasuko’s involvement with the murder but was unable to find sufficient evidence. For a better insight, he summoned the assistance of the ingenious physicist, Dr Manabu Yukawa. Yukawa was a schoolfriend of Ishigami, and he suspected Ishigami. As the story progresses, there are more interesting twists and turns, keeping the readers thrilled and speculating.
The Devotion Of Suspect X was published by Abacus in 2012, and available is in paperback.
Key Features:
It was also adapted into motion pictures in South Korea and Japan.","Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",295
Why Government Is the Problem (Essays in Public Policy),Milton Friedman,"Paperback,– 28 Feb 1993",5.0,1,"Friedman discusses a government system that is no longer controlled by ""we, the people."" Instead of Lincoln's government ""of the people, by the people, and for the people,"" we now have a government ""of the people, by the bureaucrats, for the bureaucrats,"" including the elected representatives who have become bureaucrats.",Government (Books),Politics,359
Wiki Leaks: Inside Julian Assange's War On Secrecy,Luke Harding,"Paperback,– 1 Oct 2013",4.6,3,"*New and Updated edition*
It was the biggest leak in history. WikiLeaks infuriated the world's greatest superpower, embarrassed the British royal family and helped cause a revolution in North Africa. The man behind it was Julian Assange, one of the strangest figures ever to become a worldwide celebrity. Internet messiah or cyber-terrorist? Information freedom fighter or sex criminal?
In this newly updated edition, award-winning Guardian journalists David Leigh and Luke Harding follow the story as it takes on ever-weirder twists and turns. In London, Assange went to ground in the back bedroom of the Ecuadorian embassy. Meanwhile, in a courtroom near Washington, the fate of the US army whistleblower Bradley Manning hung in the balance. And in Hawaii, a young man named Edward Snowden, working as a contractor for the National Security Agency, was about to take WikiLeaks into even darker territory.
'A rip-roaring narrative of secrets, tantrums, technological wizardry, personal betrayal and vengeance.' Irish Independent
'Excellent.' Sunday Times
'Enjoyable... The WikiLeaks founder comes across as a shadowy, manipulative character with the habits of a tramp and the brain of a chess grandmaster.' Spectator
'Superbly narrated...unputdownable.' Observer",Political Structure & Processes (Books),"Arts, Film & Photography",374
Anil's Ghost,Michael Ondaatje,"Paperback,– 1 Sep 2011",3.8,5,"Anil's Ghost transports us to Sri Lanka, a country steeped in centuries of tradition, now forced into the late twentieth century by the ravages of a bloody civil war. Enter Anil Tissera, a young woman and forensic anthropologist born in Sri Lanka but educted in the West, sent by an international human rights group to identify the victims of the murder campaigns sweeping the island.

When Anil discovers that the bones found in an ancient burial site are in fact those of a much more recent victim, her search for the terrible truth hidden in her homeland begins. What follows is a story about love, about family, about identity - a story driven by a riventing mystery.",Action & Adventure (Books),Action & Adventure,359
The Cartoon Introduction to Statistics,Grady Klein,"Paperback,– 2 Jul 2013",4.8,7,"The Cartoon Introduction to Statistics is the most imaginative and accessible introductory statistics course you'll ever take. Employing an irresistible cast of dragon-riding Vikings, lizard-throwing giants, and feuding aliens, the renowned illustrator Grady Klein and the award-winning statistician Alan Dabney teach you how to collect reliable data, make confident statements based on limited information, and judge the usefulness of polls and the other numbers that you're bombarded with every day. If you want to go beyond the basics, they've created the ultimate resource: ""The Math Cave,"" where they reveal the more advanced formulas and concepts.
Timely, authoritative, and hilarious, The Cartoon Introduction to Statistics is an essential guide for anyone who wants to better navigate our data-driven world.",Comics,Comics & Mangas,823.03
How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,"Paperback,– 16 Aug 2017",4.7,893,"From actress, comedian and YouTube sensation Lilly Singh (aka Superwoman) comes the definitive guide to being a BAWSE - a person who exudes confidence, reaches goals, gets hurt efficiently, and smiles genuinely because they've fought through it all and made it out the other side.
Told in her hilarious, bold voice that's inspired over 9 million fans, and using stories from her own life to illustrate her message, Lilly proves that there are no shortcuts to success.
Warning: This book does NOT include hopeful thoughts, lucky charms, and cute quotes. That's because success, happiness and everything else you want in life needs to be fought for - not wished for. In Lilly's world, there are no escalators. Only stairs.",Children's Humour (Books),"Biographies, Diaries & True Accounts",403
Get Your Sh*t Together: The New York Times Bestseller (A No F*cks Given Guide),Sarah Knight,"Paperback,– 10 Feb 2018",3.0,1,"A New York Times bestseller.
From the author of the bestselling book everyone is talking about, The Life-Changing Magic of Not Giving a F**k.
How to stop worrying about what you should do, so you can finish what you need to do and start doing what you want to do.

Ever find yourself snowed under at the office - or even just glued to the sofa - when you really want to get out (for once), get to the gym (at last) and get started on that daunting dream project you're always putting off? Then it's time to get your sh*t together.
In The Life-Changing Magic of Not Giving a F**k, 'anti-guru' Sarah Knight introduced the joys of mental decluttering. Get Your Sh*t Together takes you one stop further - organizing the f*cks you want and need to give to help you quit your day job and move abroad, balance work and fun - and save money while you're at it - or simply get out of the door for happy hour, every day.",Personal Development & Self-Help (Books),Humour,322
Assassin's Creed: Underworld,Oliver Bowden,"Mass Market Paperback,– 31 Dec 2016",4.2,9,"Assassin's Creed: Underworld is the eighth gripping novel from Oliver Bowden set in the immersive world of Assassin's Creed.

A disgraced Assassin. A deep-cover agent. A quest for redemption.

1862, and with London in the grip of the Industrial Revolution, the world's first underground railway is under construction. When a body is discovered at the dig, it sparks the beginning of the latest deadly chapter in the centuries-old battle between the Assassins and Templars.

Deep undercover is an Assassin with dark secrets and a mission to defeat the Templar stranglehold on the nation's capital. Soon the Brotherhood will know him as Henry Green, mentor to Jacob and Evie Frye. For now, he is simply The Ghost.",Action & Adventure (Books),Action & Adventure,279
The Code of the Woosters: (Jeeves & Wooster),P.G. Wodehouse,"Paperback,– 1 May 2008",4.6,33,"A Jeeves and Wooster novel

When Bertie Wooster goes to Totleigh Towers to pour oil on the troubled waters of a lovers' breach between Madeline Bassett and Gussie Fink-Nottle, he isn't expecting to see Aunt Dahlia there - nor to be instructed by her to steal some silver. But purloining the antique cow creamer from under the baleful nose of Sir Watkyn Bassett is the least of Bertie's tasks. He has to restore true love to both Madeline and Gussie and to the Revd 'Stinker' Pinker and Stiffy Byng - and confound the insane ambitions of would-be Dictator Roderick Spode and his Black Shorts. It's a situation that only Jeeves can unravel. Writing at the very height of his powers, in The Code of the Woosters, P.G. Wodehouse delivers what might be the most delightfully funny book ever committed to paper.",Classic Fiction (Books),Humour,233
Forever and a Day (James Bond 007),Anthony Horowitz,"Paperback,– Import, 21 Jun 2018",4.5,6,"A spy is dead. A legend is born. This is how it all began. The explosive prequel to Casino Royale, from bestselling author Anthony Horowitz.

M laid down his pipe and stared at it tetchily. 'We have no choice. We’re just going to bring forward this other chap you’ve been preparing. But you didn’t tell me his name.'

'It’s Bond, sir,' the Chief of Staff replied. 'James Bond.'

The sea keeps its secrets. But not this time.

One body. Three bullets. 007 floats in the waters of Marseille, killed by an unknown hand.

It’s time for a new agent to step up. Time for a new weapon in the war against organised crime.

It’s time for James Bond to earn his licence to kill.

This is the story of the birth of a legend, in the brutal underworld of the French Riviera.",Action & Adventure (Books),Romance,311
Adi Parva: Churning of the Ocean,Amruta Patil,"Hardcover,– 29 Nov 2012",4.7,14,From the bestselling author of Kari comes a brilliant new interpretation of mythology. Combining stories from the Adi Parva which precede the main narrative of the Pandav-Kaurav war for succession.,Indian Writing (Books),Comics & Mangas,799
Sherlock: The Puzzle Book,Steve Tribe,"Paperback,– 11 Dec 2017",2.0,2,"‘Dear God, what is it like in your funny little brains? It must be so boring.’

Can you pit your wits against the best and the wisest? Through these 200 puzzles and challenges, you’ll be able to elevate your powers of deduction, detection and general brilliance.

From codes and sequences to perceptual and logic problems, there are puzzles for all levels, from beginner (John) to expert (Sherlock). with hints and tips for solving the most difficult puzzles and explanations of how Sherlock (and hopefully you) arrived at them, this is your chance to build your own mind palace.

This is your chance to think like Sherlock.",Games & Quizzes (Books),Humour,390
Nothing Lasts Forever,Vish Dhamija,"Paperback,– 1 Dec 2010",3.9,261,"'Nothing lasts Forever' is a fantastic thriller novel penned by Vish Dhamija . The story has very interesting plot which begins with the scene where the fire incident happened at a Mumbai's posh Worli Sea Face apartment. The person named Raaj Kumar died in this incident. Inspector Michael D'Cunha is called in to investigate the case and he is convinced any how that it is not a normal incident but an arson- it is either for insurance or an unfaithful relationship gone sour.
During this nail-biting situation, it has been found that Raaj's wife Serena is out of the country and the suspected other woman Kim has more alibi than he can count. Meanwhile, Raaj's close friend has died mysteriously. And the murder has happened in such circumstances when the Bombay Stock Exchange has nosedived. And it is only then that the police begins to dig old graves. Love, deception, murder, suspense, are the elements that the readers will find in this book. The book will provide you the ultimate entertainment. It compels you to feel your adrenaline rush for sure.
Vish Dhamija is a famous British Indian author of thriller, crime fiction. he wrote his first novel is Nothing Lasts Forever and earned """"Vodafone-Crossword Book Award 2011."""" He has also written his second thriller book named """"Bhendi Bazaar"""" that is also a good thriller book .","Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",104
The Dry: The Sunday Times Crime Book of the Year 2017,Jane Harper,"Paperback,– 14 Jul 2017",4.4,20,"Jane Harper's new novel, The Lost Man, is out now.
WINNER OF THE BRITISH BOOK AWARDS CRIME THRILLER BOOK OF THE YEAR 2018
WINNER OF THE CWA GOLD DAGGER AWARD 2017
Amazon.com's #1 Pick for Best Mystery & Thriller 2017
'One of the most stunning debuts I've ever read...Read it!' David Baldacci
'Packed with sneaky moves and teasing possibilities that keep the reader guessing...The Dry is a breathless page-turner' Janet Maslin, New York Times

WHO REALLY KILLED THE HADLER FAMILY?

I just can't understand how someone like him could do something like that.
Amid the worst drought to ravage Australia in a century, it hasn't rained in small country town Kiewarra for two years. Tensions in the community become unbearable when three members of the Hadler family are brutally murdered. Everyone thinks Luke Hadler, who committed suicide after slaughtering his wife and six-year-old son, is guilty.
Policeman Aaron Falk returns to the town of his youth for the funeral of his childhood best friend, and is unwillingly drawn into the investigation. As questions mount and suspicion spreads through the town, Falk is forced to confront the community that rejected him twenty years earlier. Because Falk and Luke Hadler shared a secret, one which Luke's death threatens to unearth. And as Falk probes deeper into the killings, secrets from his past and why he left home bubble to the surface as he questions the truth of his friend's crime.
Praise for The Dry
'Spellbinding' Ian Rankin
'Riveting' Mail on Sunday
'Stunningly atmospheric' Val McDermid",Contemporary Fiction (Books),"Crime, Thriller & Mystery",360
Cambridge English: IELTS 11 Academic with Answers,Cambridge English Language Assessment,"Paperback,– 2016",3.8,129,"Cambridge English: IELTS 11 Academic with Answers contains four authentic IELTS past papers from Cambridge English Language Assessment, providing excellent exam practice. The student's book with answers allows students to familiarise themselves with IELTS general training and to practice examination techniques using authentic tests. An introduction to these modules is included in the book, together with an explanation of the scoring system used by Cambridge English Language Assessment. There is a comprehensive section of answers and typescripts at the back of the book. Audio CDs containing the material for the listening tests and a student's book with answers with downloadable audio are sold separately. These tests are also available as IELTS general training tests 1-4 on testbank.org.uk.",Language Learning & Teaching (Books),"Language, Linguistics & Writing",258
Avengers: Infinity War - The Official Movie Special,Titan,"Hardcover,– 1 May 2018",5.0,1,"Avengers: Infinity War The Official Collector's Edition is the perfect companion piece to the blockbuster movie that has earned the biggest worldwide opening of all time. Read exclusive interviews with key members of the huge cast of Avengers: Infinity War, from Avengers stars including Robert Downey Jr., Chris Evans, Chris Hemsworth, Mark Ruffalo and Scarlett Johnsson, Dr Strange himself, Benedict Cumberbatch, Guardians of the Galaxy actors including Chris Pratt and Zoe Saldana, Spider-Man actor Tom Holland, and much more! Plus find out all about the making of the movie in an exclusive interview with the writers and directors and get the full lowdown on the events which have led our heroes to this ultimate movie to end all movies!",Cinema & Broadcast (Books),"Arts, Film & Photography",1072
Key Words with Peter and Jane,Ladybird,"Hardcover,– 2 Aug 2009",4.8,9,"Key Words with Peter and Jane uses the most frequently met words in the English language as a starting point for learning to read successfully and confidently. The Key Words reading scheme is scientifically researched and world renowned. In book 4b, Peter and Jane meet the animals at a farm in 41 new words including, 'work', 'thanks', 'stop' and 'horses'. Once this book has been completed, the child moves on to book 4c. The Key Words with Peter and Jane books work because each of the key words is introduced gradually and repeated frequently. This builds confidence in children when they recognise these key words on sight (also known as the 'look and say' method of learning). Examples of key words are: the, one, two, he. There are 12 levels, each with 3 books: a, b, and c. Series a: Gradually introduces new words. Series b: Provides further practise of words featured in the 'a' series. Series c: Links reading with writing and phonics. All the words that have been introduced in each 'a' and 'b' book are also reinforced in the 'c' books.",Language & Linguistics,"Language, Linguistics & Writing",61
Between the World and Me: 150,Ta-Nehisi Coates,"Hardcover,– 14 Jul 2015",4.3,15,"Hailed by Toni Morrison as “required reading,” a bold and personal literary exploration of America’s racial history by “the single best writer on the subject of race in the United States” (The New York Observer)

#1 NEW YORK TIMES BESTSELLER | NATIONAL BOOK AWARD WINNER | NAACP IMAGE AWARD WINNER | PULITZER PRIZE FINALIST | NATIONAL BOOK CRITICS CIRCLE AWARD FINALIST | NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY The New York Times Book Review • O: The Oprah Magazine • The Washington Post • People • Entertainment Weekly • Vogue • Los Angeles Times • San Francisco Chronicle • Chicago Tribune • New York • Newsday • Library Journal • Publishers Weekly

In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nation’s history and current crisis. Americans have built an empire on the idea of “race,” a falsehood that damages us all but falls most heavily on the bodies of black women and men—bodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden?

Between the World and Me is Ta-Nehisi Coates’s attempt to answer these questions in a letter to his adolescent son. Coates shares with his son—and readers—the story of his awakening to the truth about his place in the world through a series of revelatory experiences, from Howard University to Civil War battlefields, from the South Side of Chicago to Paris, from his childhood home to the living rooms of mothers whose children’s lives were taken as American plunder. Beautifully woven from personal narrative, reimagined history, and fresh, emotionally charged reportage, Between the World and Me clearly illuminates the past, bracingly confronts our present, and offers a transcendent vision for a way forward.

Praise for Between the World and Me

“Powerful . . . a searing meditation on what it means to be black in America today.”—Michiko Kakutani, The New York Times

“Eloquent . . . in the tradition of James Baldwin with echoes of Ralph Ellison’s Invisible Man . . . an autobiography of the black body in America.”—The Boston Globe

“Brilliant . . . [Coates] is firing on all cylinders.”—The Washington Post

“Urgent, lyrical, and devastating . . . a new classic of our time.”—Vogue

“A crucial book during this moment of generational awakening.”—The New Yorker

“Titanic and timely . . . essential reading.”—Entertainment Weekly",Action & Adventure (Books),Action & Adventure,449.25
The Cartoon Introduction to Economics: Volume One: Microeconomics: 1,Grady Klein,"Paperback,– 19 Jan 2010",3.5,9,"The award-winning illustrator Grady Klein has paired up with the world's only stand-up economist, Yoram Bauman, PhD, to take the dismal out of the dismal science. From the optimizing individual to game theory to price theory, The Cartoon Introduction to Economics is the most digestible, explicable, and humorous 200-page introduction to microeconomics you'll ever read.
Bauman has put the ""comedy"" into ""economy"" at comedy clubs and universities around the country and around the world (his ""Principles of Economics, Translated"" is a YouTube cult classic). As an educator at both the university and high school levels, he has learned how to make economics relevant to today's world and today's students. As Google's chief economist, Hal Varian, wrote, ""You don't need a brand-new economics. You just need to see the really cool stuff, the material they didn't get to when you studied economics."" The Cartoon Introduction to Economics is all about integrating the really cool stuff into an overview of the entire discipline of microeconomics, from decision trees to game trees to taxes and thinking at the margin.
Rendering the cool stuff fun is the artistry of the illustrator and lauded graphic novelist Klein. Panel by panel, page by page, he puts comics into economics. So if the vertiginous economy or a dour professor's 600-page econ textbook has you desperate for a fun, factual guide to economics, reach for The Cartoon Introduction to Economics and let the collaborative genius of the Klein-Bauman team walk you through an entire introductory microeconomics course.",Microeconomics Textbooks,Comics & Mangas,775.31
Hindi-English Bilingual Visual Dictionary (DK Bilingual Visual Dictionary),DK,"Paperback,– 2019",4.2,18,"With over 6, 500 fully illustrated words and phrases in Hindi and English, along with a free bilingual audio app, Hindi language learning has never been easier. Perfect for tourists and business traveller alike, DK's Hindi English bilingual visual dictionary is your essential companion when buying food, talking about work, discussing health and studying language. The dictionary is incredibly easy to follow, with thematically organized vocabulary so you can find closely related words on a particular topic. Words and phrases are illustrated with full-colour photographs and artworks, helping to fix new vocabulary in your mind. A comprehensive two-way index provides an instant reference point for new Hindi vocabulary. The supporting audio app enables you to hear over 6, 500 words and phrases spoken out loud in both Hindi and English. Available on the app store and Google play, the audio app is easy to use and provides an intuitive reference for language learning, helping you learn, retain and pronounce important vocabulary. The dictionary gives a pronunciation guide for every Hindi word and you can use this alongside the app to perfect your pronunciation.",Dictionaries,"Language, Linguistics & Writing",399
Of Blood and Bone (Chronicles of The One),Nora Roberts,"Paperback,– 25 Jan 2019",4.3,5,"Thirteen years ago, a catastrophic pandemic known as The Doom killed billions.
For those left behind, it is a chance to build a new world. But The Doom was no ordinary virus. In some survivors, it awoke strange powers - to heal, to harm, even to predict the future.
Fallon Swift has no memories of the old world - but she is destined to shape this new one. Growing up with her three brothers on a quiet farm, she has been protected from danger by her mother and stepfather.
Now she must leave them, and learn to fight. Because Fallon is not only a powerful 'Uncanny' - she also has a pivotal role to play in the bloody battles ahead. A war between good and evil is brewing, and Fallon - young, tough, headstrong - must be ready.
A sequel to the number one bestselling Year One, this breathtaking novel of love, war, family and magic is a gripping and deeply satisfying continuation of an extraordinary new trilogy.
]",Action & Adventure (Books),Action & Adventure,358
Mandala Art: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book),Wonder House Books,"Paperback,– 25 Apr 2018",4.7,25,Mandalas are spiritual and ritual diagrams representing the various interpretations of our universe. These powerful diagrams can help you embark on a spiritual journey of self-discovery by allowing you to take a break from a hectic life style. Relax and get rid of your anxieties by adding myriad colours to these extraordinary designs.,"Children's Painting, Arts & Music (Books)","Arts, Film & Photography",169
The Unending Game: A Former R&AW Chief's Insights into Espionage,Vikram Sood,"Hardcover,– 13 Jul 2018",3.9,74,"In God we trust, the rest we monitor . . .
A former chief of India's external intelligence agency, the Research and Analysis Wing, deconstructs the shadowy world of spies, from the Cold War era to the age of global jihad, from surveillance states to psy-war and cyberwarfare, from gathering information to turning it into credible intelligence. Vikram Sood provides a panoramic view of the rarely understood profession of spying to serve a country's strategic and security interests.
As a country's stature and reach grow, so do its intelligence needs. This is especially true for one like India that has ambitions of being a global player even as it remains embattled in its own neighbourhood. The Unending Game tackles these questions while providing a national and international perspective on gathering external intelligence, its relevance in securing and advancing national interests, and why intelligence is the first playground in the game of nations.",Social Welfare & Social Services (Books),"Biographies, Diaries & True Accounts",349
Underpants for Ants (Phonics Readers),Russell Punter,"Paperback,– Import, 1 Jul 2013",5.0,4,A humorously illustrated picture book for beginner readers - great fun to read aloud together. The ants are feeling a bit chilly - can Mouse help with her knitting skills? Features simple rhyming text and phonic repetition specially designed to develop essential language and early reading skills.,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",98
The Human Tide: How Population Shaped the Modern World,Paul Morland,"Paperback,– 31 Jan 2019",4.0,1,"Every phase since the advent of the industrial revolution - from the fate of the British Empire, to the global challenges from Germany, Japan and Russia, to America's emergence as a sole superpower, to the Arab Spring, to the long-term decline of economic growth that started with Japan and has now spread to Europe, to China's meteoric economy, to Brexit and the presidency of Donald Trump - can be explained better when we appreciate the meaning of demographic change across the world.The Human Tide is the first popular history book to redress the underestimated influence of population as a crucial factor in almost all of the major global shifts and events of the last two centuries - revealing how such events are connected by the invisible mutually catalysing forces of population.

This highly original history offers a brilliant and simple unifying theory for our understanding the last two hundred years: the power of sheer numbers. An ambitious, original, magisterial history of modernity, it taps into prominent preoccupations of our day and will transform our perception of history for many years to come.",Action & Adventure (Books),Action & Adventure,380
The Scarlet Pimpernel (Aziloth Books),Baroness Emma Orczy,"Paperback,– 29 Nov 2014",5.0,1,"It is 1792, the French Revolution is at its height, and 'Madame Guillotine' is plying her murderous trade - the sons of the Revolution intent on exterminating the hated 'Aristos', sparing neither man woman nor child. But increasingly, the condemned are disappearing, whisked away to safety by an unknown Englishman, who leaves behind a simple note, bearing the image of a simple heathland flower, the scarlet pimpernel. The mysterious intruder must be stopped, and Citizen Chauvelin, ruthless revolutionary spymaster, believes he knows a way to unmask the enigmatic foreigner and lead him to his doom. Written in 1905 by Baroness Emma Orczy, 'The Scarlet Pimpernel' is a classic tale of intrigue, bravery and devotion set amidst the chaos and brutality of Revolutionary France, an enthralling page-turner that keeps the reader guessing until the final page.",Action & Adventure (Books),Action & Adventure,489
India: Priorities for the Future,Bimal Jalan,"Hardcover,– 21 Aug 2017",4.6,6,"Bimal Jalan’s formidable analysis of the last four decades of India’s economic journey illuminates the nation’s transition from a strictly regulated, slow-growth state enterprise to one of the fastest-growing economies in the world. Dr. Jalan has had a ringside view of financial governance during his long and distinguished career, which included stints as Union Finance Secretary and Governor of the Reserve Bank of India. Drawing on this vast experience he compares two distinct periods: 1980–2000 and 2000–15, to examine the core changes and their significance and considers their lessons for the immediate future.

Dr Jalan suggests six critical issues where change can make a difference: revisit the anti-defection law so parties that join a coalition cannot defect without having to seek re-election; make the states—rather than the centre—responsible for financial development programmes and poverty-alleviation schemes; establish rules to make Parliament’s proceedings orderly and purposeful; ensure a stable and competitive economic environment; make sure ministries are accountable for actual performance; and, finally, rationalize the system of delivery of public services to persons below the poverty line.

With such measures, India can become one of the fastest-growing emerging global powers and ensure that the benefits of such growth reach all her people.",Political Theory (Books),Politics,270
Chosen: Number 3 in series (House of Night),Kristin Cast,"Paperback,– 10 Oct 2012",4.5,2,"""I guess it had gone okay with Stevie Rae. I mean, she had agreed to meet me tomorrow. And she hadn't tried to bite me, which was a plus. Of course, the whole trying-to-eat-the-street-person thing was highly disturbing . . .""

Zoey's best friend, Stevie Rae, is undead - in an eww! zombie! kind-of-way, not in a cool vampire kind-of-way. She's struggling to retain her humanity and Zoey doesn't have a clue how to help. But she does know that anything they discover must be kept secret.
Trust has become a rare commodity. Sinister forces are at work at the House of Night, where the line between friend and enemy is becoming dangerously blurred.
- Not suitable for younger readers -",Romance (Books),Romance,413
High School English Grammar and Composition Self-practice Book,"D,V,Prasada,Rao N, N.D.V. Prasada Rao","Paperback,– 2017",4.3,69,"About the book :
Wren and Martin’s High School English Grammar & Composition is one of the most popular and widely used reference books on English Grammar. It not only helps the students to use the language, but also gives detailed information about the language. High School English Grammar & Composition provides ample guidance and practice in sentence building, correct usage, comprehension, composition and other allied areas so as to equip the learners with the ability to communicate effectively in English. The regular edition is now available in a larger format making it more user-friendly and attractive. The multicolour edition is now available in a larger format, with vibrant and child-friendly illustrations. The Self-practice book has been especially designed to cater to the demands of the users. Writing space has been provided to work out the answers in an organized manner. The Self-practice book may be used with both the multicolour and regular editions. The key has been designed to provide users with a reliable and practical tool in the form of correct answers to the exercises in the book.",Grammar (Books),"Language, Linguistics & Writing",285
Vector (A Medical Thriller),Robin Cook,"Mass Market Paperback,– 1 Jan 2000",4.3,3,"New York City cab driver Yuri Davydov is a disgruntled Russian emigre poised to lash out at the adoptive nation he believes has denied him the American Dream. A former technician in the Soviet biological weapons system, Biopreparat, Yuri possesses the knowledge to wreak havoc in his new home. But before he executes his planned piece de resistance of vengeance, he experiments first on his suspicious live-in girlfriend, then on a few poor-tipping fares.... Dr. Jack Stapleton and Dr. Laurie Montgomery (both last seen in Chromosome 6) begin to witness some unusual cases in their capacity as forensic pathologists in the city's medical examiner's office: a young, healthy black woman dies of respiratory failure, a Greek immigrant succumbs to a sudden, overwhelming pneumonia. At the same time, the pair are pressured from above to focus on a high-profile string of suspicious deaths of prisoners in police custody. When an unexpected breakthrough persuades Jack that these seemingly unrelated deaths are really connected murders, his colleagues and superiors are skeptical. Only Laurie is somewhat convinced. But the question soon becomes whether the pair will solve the puzzle before Yuri unleashes into the streets of New York the ultimate terror: a modern bioweapon. With signature skill, Robin Cook has crafted a page-turning thriller rooted in up-to-the-minute biotechnology. Vector is all-too-plausible fiction at its terrifying best.",Contemporary Fiction (Books),"Crime, Thriller & Mystery",350
